smiles,charge
O=C(O)C(=O)C[C@@H](O)[C@@H](O)[C@H](O)COP(=O)(O)O,"[-0.3125224426, 0.3078236963, -0.4721099267, 0.2072832227, -0.2796781437, -0.2313634159, 0.0094143165, -0.5139834638, -0.0039398407, -0.5274706619, 0.0054434364, -0.5417785272, -0.0962695297, -0.2682645527, 0.6548865453, -0.4488082606, -0.5020542522, -0.4634985075, 0.4359250231, 0.1376719561, 0.1698179159, 0.1595010286, 0.3796887034, 0.1559053231, 0.3948129331, 0.1584600949, 0.3878076426, 0.1290101132, 0.1394014671, 0.3956004815, 0.4332876254]"
O=C(O)C(=O)C[P@@H](=O)O,"[-0.2573807282, 0.3323285585, -0.2134027572, 0.2284704236, -0.2781421761, -0.1956779111, -0.1198065972, -0.3669243316, -0.6182561662, 0.6716829005, 0.145741513, 0.1474152912, 0.1436298545, 0.3803221263]"
C[N+](C)(C)C[C@H](O)CC(=O)O,"[-0.1728229943, -0.3221896236, -0.1330454468, -0.1343621268, -0.0815370582, 0.009275873, -0.5162965453, -0.1935493404, 0.3222792423, -0.369359782, -0.4675344384, 0.1446343911, 0.146179401, 0.1679306504, 0.1599724064, 0.1607009492, 0.1638813145, 0.1590688409, 0.1600925002, 0.1569123541, 0.1480555907, 0.1590090501, 0.1571621314, 0.4226099968, 0.1558180976, 0.1382660667, 0.4588484994]"
Nc1c(O)cccc1C(=O)O,"[-0.7662281329, 0.1007674714, 0.137745971, -0.4873327425, -0.1397168714, -0.0954006602, -0.0865440894, -0.1955686374, 0.289425933, -0.3579518697, -0.4905087718, 0.367402131, 0.3834252165, 0.4429333658, 0.1279531922, 0.1643816026, 0.1666254507, 0.4385914412]"
C[C@H](CO)C(=O)O,"[-0.2754728018, -0.1071789098, -0.0677254004, -0.5612065743, 0.3088207225, -0.3543727351, -0.4885528642, 0.1151689375, 0.1442542207, 0.1223721031, 0.1056974327, 0.1097806123, 0.1453969714, 0.3705551323, 0.4324631531]"
Nc1c(O)cccc1C(=O)C[C@H](N)C(=O)O,"[-0.7538661602, 0.1144022183, 0.0982363643, -0.5006717832, -0.1149758558, -0.1436308831, -0.2072541205, -0.121510244, 0.1650771387, -0.395662581, -0.1839047166, 0.0198615126, -0.6515393934, 0.3129158139, -0.3684383123, -0.4744763705, 0.3719526632, 0.3807840638, 0.4347861563, 0.1267300659, 0.1334723127, 0.1347202943, 0.1341702677, 0.1343603208, 0.1499089816, 0.3790052848, 0.3820852583, 0.4434617034]"
O=C(O)CCc1cccc(O)c1,"[-0.3804706467, 0.3124555016, -0.483792775, -0.1834311146, -0.1784135484, -0.0015077125, -0.1842689785, -0.0863251478, -0.1822206276, 0.001392259, -0.4695688281, -0.1114490606, 0.4275352551, 0.1397004566, 0.1396992971, 0.1296449399, 0.1296436142, 0.1175309618, 0.1262526749, 0.135791235, 0.4490612998, 0.1527409448]"
C=C[C@]1(O)CN2CC[C@@H]1C[C@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,"[-0.2112106634, 0.0621138743, -0.1137717371, -0.3740861646, -0.0694034171, -0.4253207309, -0.0710280491, -0.2050180859, -0.109462228, -0.2038381672, 0.0053747874, 0.0118546911, -0.5217136236, -0.0657455268, -0.1408526097, 0.0534646127, -0.3968483226, 0.0541920363, -0.146445869, -0.1190277743, 0.0786741855, -0.294914304, -0.1550218074, -0.2374552444, -0.0792397838, 0.1688026012, 0.1093100543, 0.185378087, 0.4387747718, 0.1273086045, 0.108483449, 0.1171571475, 0.1294925481, 0.1135332415, 0.1169444912, 0.1213477544, 0.1080489069, 0.112229624, 0.1295677715, 0.1360400715, 0.3889023059, 0.1258927338, 0.1396766267, 0.1376107394, 0.135791277, 0.1237844171, 0.1338070474, 0.1337235926, 0.1331220573]"
O=C(O)CCC(=O)CC(=O)O,"[-0.377218697, 0.3110169009, -0.4902474177, -0.178559174, -0.1980228149, 0.2225722992, -0.2938575349, -0.1812286602, 0.3094161096, -0.3284303123, -0.4862948173, 0.4227596629, 0.1483665537, 0.1483657737, 0.1269191866, 0.1269192689, 0.1408192242, 0.1408192383, 0.4358852105]"
O=C(O)[C@@H](O)C(=O)[C@@H](O)[C@H](O)CO,"[-0.3764402152, 0.2928115804, -0.5181337307, 0.0258516798, -0.4729996958, 0.2342305364, -0.3190916017, 0.0096563129, -0.5397508154, -0.0004058432, -0.5272197092, -0.0879245111, -0.5188004739, 0.4284856984, 0.165553575, 0.4288516283, 0.1583894005, 0.3967508527, 0.1360751697, 0.4150919587, 0.1251328489, 0.1428960411, 0.4009893133]"
CC(=O)CC(=O)O,"[-0.2835352946, 0.2161448417, -0.3195498335, -0.1820867248, 0.308191237, -0.3305715615, -0.4907516708, 0.1308777722, 0.1197917475, 0.1197913604, 0.1389915034, 0.1389912992, 0.4337153237]"
O=C(O)C(=O)CS,"[-0.3086072038, 0.3118915198, -0.4695933774, 0.2152717126, -0.2775020055, -0.1688123385, -0.1877688853, 0.4378533786, 0.1334599788, 0.1512225599, 0.1625846608]"
O=Cc1cccc(O)c1,"[-0.3443797396, 0.1440673763, -0.016517718, -0.174786469, -0.0866858173, -0.1751346718, 0.0115547854, -0.4649019751, -0.0584677128, 0.1599411652, 0.1204592269, 0.1269175365, 0.139145421, 0.451094227, 0.1676943653]"
OCc1cccc(O)c1,"[-0.5407916426, -0.0513180887, -0.0021710121, -0.1855815713, -0.0888093366, -0.1885200494, -0.0178768067, -0.4789204975, -0.0912332924, 0.4094013521, 0.1287794871, 0.1287786925, 0.1168566728, 0.1250748179, 0.1315582656, 0.4450923539, 0.1596806553]"
O=C(O)CC1=CCC(=O)O1,"[-0.4054472009, 0.3044203956, -0.5155160424, -0.1689688338, 0.1293496109, -0.1224634959, -0.1331355991, 0.2666069265, -0.1725598808, -0.3802509738, 0.420309037, 0.1513817369, 0.1504875853, 0.1305731903, 0.1558179927, 0.1893955515]"
O=C(O)C(=O)COP(=O)(O)O,"[-0.2959373495, 0.3136642596, -0.4648412886, 0.2224852665, -0.2518178196, -0.0660787512, -0.2597521496, 0.6598210711, -0.4431531776, -0.5497927463, -0.4670569841, 0.4372716827, 0.1751528299, 0.1822639117, 0.3730106002, 0.4347606448]"
N[C@@H](COP(=O)(O)O)C(=O)O,"[-0.7703693623, 0.013764165, -0.0696511705, -0.2729730137, 0.6498034427, -0.4581055714, -0.5316907034, -0.4661027573, 0.3186804303, -0.3404526497, -0.4764782448, 0.3576161788, 0.3539009155, 0.1556732525, 0.1281103327, 0.1625361667, 0.3760407676, 0.4319894077, 0.4377084134]"
O=C(O)CCc1ccccc1,"[-0.3857645275, 0.3111257371, -0.4889203547, -0.1849417613, -0.1970817546, -0.0305748932, -0.121917611, -0.1147556413, -0.1164291489, -0.1252660251, -0.1713825856, 0.4248513168, 0.1375894076, 0.1375903663, 0.1188843134, 0.1188855355, 0.1249675394, 0.1209617854, 0.1492313135, 0.1562758331, 0.1366711552]"
O=C(O)Cc1cccnc1,"[-0.373977489, 0.3173736914, -0.5066960284, -0.1645124153, 0.0033345046, -0.1046065823, -0.0838094731, 0.026866929, -0.2833453849, -0.1397651125, 0.3641219257, 0.153175884, 0.153175402, 0.1374270388, 0.1362649059, 0.166879052, 0.1980931521]"
N[C@@H](C[S@@](=O)O)C(=O)O,"[-0.7967939942, 0.016007311, -0.1939311299, 0.4628511866, -0.4312846013, -0.5098080604, 0.3214107103, -0.3387289054, -0.4799354661, 0.3430020799, 0.3522740468, 0.1446604751, 0.1187183075, 0.1369848715, 0.4189845974, 0.4355885714]"
O=C(O)C(=O)C[S@@](=O)O,"[-0.2984524529, 0.3156485676, -0.466997985, 0.2300188351, -0.2490446322, -0.1924762139, 0.4693365412, -0.430541556, -0.51366962, 0.4363238774, 0.1395768102, 0.1441684442, 0.4161093843]"
NC(=O)NCCC(=O)O,"[-0.7591786118, 0.3935891101, -0.4384775915, -0.572579368, -0.0605013843, -0.1830858277, 0.3215072045, -0.3511260986, -0.483175104, 0.4026472838, 0.3802267978, 0.379309436, 0.1362507357, 0.1362496245, 0.1284316076, 0.1284324741, 0.4414797118]"
O=C(O)C(=O)[C@@H](O)COP(=O)(O)O,"[-0.3126176449, 0.3116428205, -0.4668010806, 0.2214549359, -0.2743998342, 0.0115981646, -0.5043147872, -0.0725137693, -0.3536085754, 0.6923808898, -0.4358728304, -0.5062961836, -0.4542855438, 0.4381764329, 0.1509175473, 0.4266023934, 0.1376927453, 0.1443759064, 0.4101390101, 0.4357294031]"
O=C(O)CCCc1cccnc1,"[-0.3822064719, 0.3126367594, -0.486125065, -0.1825100595, -0.2076248912, -0.1858459515, -0.016410601, -0.1011099518, -0.1016253472, 0.0264245439, -0.2901294722, -0.1350000922, 0.4255936701, 0.1391784803, 0.1391772339, 0.1129654561, 0.1129646793, 0.123207437, 0.1232074838, 0.1338370576, 0.1311466744, 0.1666981557, 0.141550272]"
N[C@@H]1CO[C@@H](OP(=O)(O)O)[C@H](O)[C@H]1O,"[-0.6926140156, 0.0206880162, -0.109937766, -0.2251882699, 0.1225495832, -0.2887647211, 0.5713256426, -0.4849189144, -0.5182973694, -0.5032528012, 0.0015637852, -0.5156915435, 0.0107763971, -0.5292563481, 0.3706675347, 0.3699339949, 0.1454533231, 0.110285042, 0.1059828052, 0.1215773543, 0.4182442806, 0.4161815447, 0.1315045034, 0.405771728, 0.1433180245, 0.4020981894]"
C=C(O[C@@H]1C=C(C(=O)O)C=C[C@H]1N)C(=O)O,"[-0.2154130819, 0.0956957712, -0.1836829232, 0.0649142838, -0.1739325805, -0.0384156776, 0.3112860781, -0.3684936765, -0.4827051093, -0.1257912433, -0.1432363436, 0.0193553414, -0.7920593591, 0.3210819164, -0.353560909, -0.4609335203, 0.1310404222, 0.1481005921, 0.1573083946, 0.1417303658, 0.4282101205, 0.1220012994, 0.1130556954, 0.1505266318, 0.3457884597, 0.3532682642, 0.4348607878]"
Nc1nc[nH]c1C(=O)O,"[-0.7269565865, 0.2658006331, -0.3331991643, 0.1976455112, -0.6060687139, -0.1100519407, 0.3129071203, -0.3227894799, -0.4611120052, 0.3916301808, 0.3867951323, 0.1364107901, 0.4192249871, 0.4497635356]"
NCCCC=O,"[-0.8094522936, -0.0898751457, -0.2007782432, -0.1926766989, 0.131892741, -0.3677111123, 0.3380068408, 0.3371538382, 0.1007730576, 0.1225697452, 0.1142904248, 0.1095660583, 0.1303183927, 0.1326412749, 0.1432811205]"
NCCCC(=O)O,"[-0.8069323417, -0.0935342804, -0.1939190425, -0.1892029996, 0.3159822299, -0.3638602751, -0.4892976672, 0.3372684278, 0.3391815306, 0.095981004, 0.1181719237, 0.123043412, 0.1183100271, 0.1234470709, 0.1257415727, 0.4396194079]"
O=C(O)C=C1C=CC(=O)O1,"[-0.3655399103, 0.3099005034, -0.4942694882, -0.0757627852, 0.1176633909, -0.0333874525, -0.07800815, 0.26979861, -0.1491274744, -0.3946778335, 0.4157222119, 0.1514379963, 0.1536400363, 0.1726103452]"
O=C(O)C=CC(=O)CC(=O)CC(=O)O,"[-0.3510762553, 0.3139743178, -0.4812385464, -0.0660869055, -0.1164309538, 0.2143951379, -0.2941039942, -0.1857095768, 0.2137750486, -0.2665098207, -0.1834794737, 0.308863305, -0.32607261, -0.4883074274, 0.4305660247, 0.1663015711, 0.1275692181, 0.1371906375, 0.1371911993, 0.1375850711, 0.1375842476, 0.4340197851]"
NC(=O)CCCN=C(N)N,"[-0.7580699964, 0.3022551185, -0.4072372483, -0.1895365829, -0.1933491515, -0.0879877087, -0.5178131751, 0.3799101152, -0.7744416903, -0.7620532101, 0.394124877, 0.3810369266, 0.1186860207, 0.1186862351, 0.1197406625, 0.1197411995, 0.1060830314, 0.1060811774, 0.3862095869, 0.3785132525, 0.3982913959, 0.3811291643]"
C[C@@H](O)CC(=O)C(=O)O,"[-0.3006222754, 0.0090382503, -0.5368344993, -0.1913916401, 0.2276867232, -0.3052686673, 0.3153854145, -0.3396088553, -0.4634326193, 0.1148927579, 0.1055356563, 0.1072550003, 0.1388637355, 0.3977816416, 0.1371530808, 0.1347816232, 0.4487846732]"
OCc1ccc(O)cc1,"[-0.5407088371, -0.0638779996, -0.0290472498, -0.1319044611, -0.118654349, 0.0949703794, -0.5206597438, -0.1692718925, -0.1387720209, 0.4061761478, 0.11959161, 0.1195901091, 0.1238924546, 0.1310710764, 0.4201379976, 0.1522010768, 0.145265702]"
O=Cc1ccc(O)cc1,"[-0.3581879064, 0.1218646591, -0.0425905035, -0.1217190184, -0.1224572491, 0.1083530276, -0.509786806, -0.1294164642, -0.0959641115, 0.1467323923, 0.1272818124, 0.1312799724, 0.426787004, 0.1634110121, 0.1544121793]"
O=C(O)Cc1ccc(O)cc1,"[-0.382026741, 0.3155641063, -0.5138276091, -0.1605522542, -0.0053490846, -0.1323381378, -0.099760151, 0.1002987137, -0.5140542878, -0.1425679763, -0.1706897374, 0.361761151, 0.1509209906, 0.1509207136, 0.1289732654, 0.1362441592, 0.4240138638, 0.1604251664, 0.1920438493]"
O=C(O)CC[C@@H]1N=CNC1=O,"[-0.3620744246, 0.319970043, -0.4744634876, -0.1739224099, -0.2117487911, -0.1583786036, -0.3464703114, 0.1628201643, -0.4741193206, 0.2861697543, -0.3903357016, 0.4315085644, 0.161904149, 0.1605875071, 0.1387089842, 0.1453855251, 0.1814863236, 0.1766289469, 0.4263430887]"
CC(C)CCC=O,"[-0.2980928529, -0.1136781499, -0.2981684798, -0.2037109685, -0.1957581163, 0.1298375364, -0.3701981404, 0.1023278813, 0.1033773905, 0.1014913841, 0.1100774034, 0.1044652983, 0.1046988309, 0.1037474468, 0.1069329827, 0.1081849668, 0.1315151857, 0.1313654395, 0.1415849616]"
CC(C)(COP(=O)(O)O)[C@H](O)C(=O)NCCC(=O)O,"[-0.300548043, -0.0342774074, -0.305233991, -0.077391364, -0.2866448532, 0.6583516339, -0.4544133505, -0.491326805, -0.4725779058, 0.0262239676, -0.5101625415, 0.298535145, -0.3902131785, -0.5720164118, -0.0631764287, -0.1833652041, 0.3213846116, -0.3508029586, -0.4819022621, 0.1086552172, 0.1037219142, 0.105893888, 0.1051203277, 0.1074560425, 0.1110227918, 0.140687277, 0.1310796059, 0.4300911597, 0.4293263227, 0.1444419802, 0.409264034, 0.3687867103, 0.1376838248, 0.1361587954, 0.1285861591, 0.1294602836, 0.442121013]"
CC(C)(COP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)N[C@H](CS)C(=O)O,"[-0.3032304085, -0.0271070399, -0.3084941964, -0.0895399277, -0.2788332979, 0.6577869924, -0.4538754784, -0.5013080336, -0.4749608285, 0.0264102729, -0.5251626736, 0.3006593902, -0.3521405044, -0.5557789624, -0.0618659965, -0.1823873252, 0.3075374219, -0.3824809111, -0.5454395392, 0.0222532773, -0.1813494716, -0.2083094972, 0.3231758786, -0.3411319487, -0.4700392159, 0.1047780596, 0.0988457753, 0.1043661993, 0.1120512693, 0.0979103041, 0.1185116058, 0.1319253415, 0.1055783241, 0.4291185104, 0.4277771559, 0.1429367936, 0.4034332139, 0.3887994312, 0.1387542375, 0.1353637658, 0.124209609, 0.1260040626, 0.4123088691, 0.1449495413, 0.1316464698, 0.1388582001, 0.142582466, 0.4449028183]"
C[N+](C)(C)CCCC=O,"[-0.1357277495, -0.3263934146, -0.1385890698, -0.1385882646, -0.0624099566, -0.2137450533, -0.1982835363, 0.1198698459, -0.3407704177, 0.1603293774, 0.1609191226, 0.1609190605, 0.1608036493, 0.160899924, 0.1573238504, 0.160803752, 0.1573238124, 0.1609001098, 0.1575810149, 0.1575808654, 0.1248724138, 0.1248727662, 0.1410411266, 0.141042135, 0.1474246363]"
C[N+](C)(C)CCCC(=O)O,"[-0.1347793293, -0.3231279106, -0.1362436396, -0.1362457581, -0.0647002198, -0.2071065508, -0.1930521122, 0.3100926949, -0.3723298914, -0.4800844552, 0.1603873586, 0.1598694304, 0.1598698441, 0.1607761087, 0.1598823343, 0.162414444, 0.1607767047, 0.1624138905, 0.1598829347, 0.1537435938, 0.153744957, 0.1315934959, 0.1315933369, 0.1346415225, 0.1346422401, 0.4513449757]"
O=C(O)c1ccc(O)cc1,"[-0.37185026, 0.3077933199, -0.4790915875, -0.039871954, -0.1271297475, -0.1182278693, 0.1097114515, -0.5082931776, -0.1204149407, -0.0906299373, 0.4290431961, 0.1254914381, 0.1340298365, 0.4248293151, 0.1661516104, 0.1584593062]"
NCC(=O)CCC(=O)O,"[-0.7975579927, -0.0808793331, 0.2237261398, -0.3510413728, -0.1876842291, -0.1866701523, 0.3155055185, -0.372625812, -0.4855351982, 0.3397373464, 0.3453097313, 0.1192935906, 0.1407017118, 0.1331722462, 0.1345541203, 0.1342422095, 0.1326891699, 0.4430623058]"
NCCCCC(=O)O,"[-0.8117865994, -0.0901282659, -0.2016938126, -0.1969104266, -0.1896233778, 0.3149869428, -0.3665458304, -0.4900271557, 0.3363044892, 0.3351094726, 0.1005803819, 0.1222925879, 0.1099163722, 0.1052038825, 0.1152514556, 0.1174944533, 0.1255847109, 0.1243790051, 0.4396117143]"
C[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1O,"[-0.2872363579, -0.0633941701, -0.4890941012, 0.0920306194, -0.2733670267, 0.2544281305, -0.3484516684, 0.0593799758, 0.2652360025, -0.7490326069, -0.3757969188, 0.1357955831, -0.283679671, 0.0492153548, 0.0133440313, -0.5217403502, 0.0185862401, -0.3522428066, 0.1221201016, 0.1240042041, 0.129855612, 0.1471406048, 0.1227055624, 0.1868482602, 0.3867914649, 0.3837609377, 0.1530922535, 0.1646640664, 0.3643789177, 0.1543288224, 0.4163289327]"
N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,"[-0.7889346827, 0.0081158147, -0.2047082699, -0.1744739206, -0.0158319758, -0.4503201826, 0.0804832606, -0.1235684413, -0.1019807457, 0.1019990854, -0.5060461568, -0.1372859046, -0.05562276, 0.3155835284, -0.3624429795, -0.4871369306, 0.3289111529, 0.3445772806, 0.1402416572, 0.1065695882, 0.1267550943, 0.1365438687, 0.4177572684, 0.1349416176, 0.1446730839, 0.4255187137, 0.1620359409, 0.4336459942]"
O=C(O)C(=O)C[C@@H](O)[C@@H](O)C(=O)O,"[-0.3144647952, 0.3089872718, -0.4733585911, 0.2187969154, -0.2662267868, -0.2063151734, 0.0103852049, -0.5055711479, 0.0106814098, -0.5215588659, 0.3031386295, -0.3368289861, -0.4789720506, 0.4360192505, 0.1289376753, 0.1261944085, 0.1513109923, 0.4002493843, 0.1446199193, 0.4200551143, 0.4439202211]"
CSC[C@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@@H]1O,"[-0.2558027091, -0.0816900556, -0.1961854276, -0.0910841098, -0.47409993, 0.1078511749, -0.2643021317, 0.2079157747, -0.3396225645, 0.032061517, 0.2648856891, -0.7508595699, -0.3743234709, 0.143120357, -0.2646407308, 0.1297533235, 0.0204894953, -0.5123381943, 0.0298039486, -0.4865382242, 0.1425498463, 0.1180539777, 0.1190631245, 0.1106633973, 0.1516801756, 0.1664497209, 0.144027594, 0.1807203594, 0.3876420876, 0.3834773851, 0.1571122002, 0.1603581248, 0.3798615182, 0.1492139264, 0.4047324005]"
N[C@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,"[-0.7377373052, 0.0152780764, -0.4569904759, -0.0265225537, -0.1141894744, -0.2809777041, 0.6407942798, -0.4993938433, -0.5086225394, -0.4829577734, 0.0097869208, -0.5236382641, 0.0360280501, -0.4639930404, 0.4094888241, 0.3810320099, 0.2661493151, 0.1068234583, 0.118003918, 0.1512963982, 0.4307118018, 0.4245078523, 0.1407283975, 0.39601669, 0.1498526351, 0.4185243467]"
O=CNCC(=O)N[C@@H]1O[C@@H](COP(=O)(O)O)[C@H](O)[C@H]1O,"[-0.3978279966, 0.2119869977, -0.5508501664, -0.0480314037, 0.3307198271, -0.3384364627, -0.4690140423, 0.1074933189, -0.4149684851, -0.0276316162, -0.1122215619, -0.2545979336, 0.6389343046, -0.466993376, -0.5410039021, -0.4818848439, 0.0119356287, -0.5205015274, 0.0234102553, -0.4938563188, 0.1666642363, 0.4047590405, 0.1487072591, 0.1453520822, 0.4170752097, 0.1883439146, 0.1250591001, 0.1333334231, 0.1430123736, 0.3799365257, 0.4262873128, 0.1462891938, 0.3932530801, 0.1592748015, 0.4159917512]"
NCC(=O)N[C@H]1O[C@H](COP(=O)(O)O)[C@H](O)[C@@H]1O,"[-0.7790165868, -0.0680128528, 0.3192051535, -0.322564779, -0.5513313263, 0.0399993519, -0.4812638567, -0.0288637131, -0.107804035, -0.2885700278, 0.6359116635, -0.4866727346, -0.5178318255, -0.4776784095, 0.0033701324, -0.5275598702, 0.0265518223, -0.4342788231, 0.3566039562, 0.3547935593, 0.1350323599, 0.1537697614, 0.4203615303, 0.2745274241, 0.1152246768, 0.1443368761, 0.1278287106, 0.4114548548, 0.4261646475, 0.1452336961, 0.4011286534, 0.1453735019, 0.4345765085]"
Nc1cncn1[C@H]1O[C@@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,"[-0.7267325073, 0.2785888761, -0.0171722187, -0.2474008619, 0.0884925797, -0.4483986747, 0.0461814727, -0.445908943, -0.0304734647, -0.1002861936, -0.2697245628, 0.6208208128, -0.4720102726, -0.5089644934, -0.4906211509, 0.0122527239, -0.5146741525, 0.0191313216, -0.4936529128, 0.3988012984, 0.4020168782, 0.1436289291, 0.217829646, 0.2617761381, 0.1243010427, 0.0986450284, 0.1082066072, 0.4307390739, 0.4194268866, 0.1441560974, 0.4011960396, 0.1389956711, 0.4108332853]"
NC(CNC=O)=N[C@@H]1O[C@@H](COP(=O)(O)O)[C@H](O)[C@H]1O,"[-0.7027228504, 0.3127833995, -0.0506772663, -0.5654688025, 0.2153821098, -0.3995546391, -0.4212289332, 0.0710063078, -0.4184030599, -0.0305471136, -0.1096523939, -0.2845943319, 0.6444725056, -0.4766020328, -0.4993035233, -0.4890896907, 0.0210678968, -0.5301719186, 0.0281356551, -0.4930221416, 0.4028885796, 0.4185800458, 0.1475412239, 0.1456362267, 0.3984323442, 0.1723326876, 0.1478788135, 0.1133602954, 0.1438183304, 0.1270522687, 0.4291900171, 0.4218769275, 0.1474540101, 0.3903688407, 0.1605263366, 0.4112538756]"
c1ncc2c(n1)NCCN2,"[0.140139888, -0.3556473385, 0.0724715986, 0.1341470856, -0.0564401181, -0.2836356902, -0.4675890931, -0.047477222, -0.1792582801, -0.5244828079, 0.1534117069, 0.1442906192, 0.3740398104, 0.1437818247, 0.1398528613, 0.1011378697, 0.1185715387, 0.3926857469]"
O=C(O)[C@@H](O)[C@H](O)[C@H](O)C(=O)CO,"[-0.3310622248, 0.287388951, -0.4856628393, 0.0119423129, -0.5185531453, 0.0027774414, -0.5246685112, 0.0038726986, -0.4946386046, 0.2030327558, -0.34051154, -0.0707817239, -0.5378904912, 0.4419734096, 0.1471384117, 0.4095713588, 0.1426367739, 0.407422462, 0.1519155377, 0.4060698222, 0.1289148529, 0.1482715939, 0.4108406979]"
NC1=N[C@@H]2NCC([C@@H](O)[C@H](O)CO[P@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)=N[C@@H]2C(=O)N1,"[-0.7449541529, 0.3946656126, -0.194494618, 0.0388353037, -0.4349715658, -0.0774793831, 0.1449933302, 0.0416619743, -0.5594784718, 0.0677734174, -0.9212097036, -0.0636937636, -0.2754348059, 0.6299685836, -0.414988998, -0.5295523428, -0.2961657172, 0.4828431266, -0.4913719959, -0.3147280589, -0.3407061195, 0.4498555963, -0.286289386, -0.4859746261, -0.539631746, -0.389537782, 0.0137517419, 0.1452662351, -0.2649866775, -0.6985218387, 0.3858516483, 0.4076866319, 0.1411557213, 0.4486363627, 0.1527058537, 0.1745540364, 0.1421010144, 0.4813529525, 0.187192149, 0.4413301155, 0.161940034, 0.1452922439, 0.4266943588, 0.4586705487, 0.856561774, 0.3986424693, 0.127872183, 0.3763167341]"
CC1(C)S[C@H]2[C@H](N)C(=O)N2[C@@H]1C(=O)O,"[-0.2744600817, 0.0200947583, -0.2965972469, 0.0487195605, 0.031388298, 0.0983492333, -0.6744212336, 0.2596617501, -0.3534188901, -0.3320281159, -0.2252490638, 0.2379358089, -0.3978174952, -0.5007473767, 0.1138883699, 0.1129130176, 0.1315202192, 0.105303604, 0.125856414, 0.1058112323, 0.1936640647, 0.1807179908, 0.3413073899, 0.3860241631, 0.1257523174, 0.4358313122]"
N#[N+]C=C([O-])CC[C@H](N)C(=O)O,"[0.022629144, 0.0804763344, -0.0315896012, 0.1367971749, -0.4321148372, -0.1909262908, -0.1859983773, 0.0085469507, -0.7858571064, 0.3053331211, -0.3747995122, -0.4943715326, 0.1621585962, 0.1321002573, 0.122412192, 0.1284674423, 0.1343368398, 0.1407361347, 0.3513519956, 0.3501378046, 0.42017327]"
N#[N+]C=C(O)CC[C@@H](N)C(=O)O,"[0.1745667459, 0.1090058522, 0.0198773767, 0.2356173282, -0.4032453429, -0.1711249281, -0.2089638939, 0.0046736331, -0.7884133315, 0.3152524695, -0.3618371367, -0.4740105693, 0.2076549604, 0.4712976501, 0.1482140348, 0.1567068894, 0.129741151, 0.1301773009, 0.1465109775, 0.3623107744, 0.3446919133, 0.4512961451]"
CC(=O)C(=O)[C@@H]1CN[C@H]2N=C(N)NC(=O)[C@@H]2N1,"[-0.2811131932, 0.2192731659, -0.352628581, 0.1330808812, -0.4222023751, -0.0563789507, -0.0205265322, -0.4825701441, 0.1311047036, -0.4679440223, 0.3862423226, -0.776163201, -0.6490057437, 0.1833168191, -0.2148460663, 0.0370952694, -0.4369981508, 0.1224312505, 0.1276951159, 0.1277576614, 0.1503906192, 0.1418358095, 0.1467001612, 0.3941090664, 0.1518237774, 0.3636241866, 0.3823846112, 0.3885896526, 0.1781037124, 0.3948181744]"
c1ncc2c(n1)=NCCN=2,"[0.1419235206, -0.3446436273, 0.0725180999, 0.1460888131, 0.1628029764, -0.2719768771, -0.3017483888, -0.0467418727, -0.1520547499, -0.2159775876, 0.1532336989, 0.1369602451, 0.1468600598, 0.1425395398, 0.1063384668, 0.123877683]"
C[C@@H](N)C(=O)CCCCCC(=O)O,"[-0.3064011855, 0.0040489841, -0.7925403174, 0.2297468366, -0.343324245, -0.1958642329, -0.2019212911, -0.2070337088, -0.1969134908, -0.1912878112, 0.3145765942, -0.36536811, -0.4908389967, 0.098311043, 0.1093380797, 0.1070404704, 0.1363476636, 0.3458602376, 0.3471284185, 0.1245989553, 0.123022515, 0.1129405763, 0.1135998134, 0.1020997619, 0.1014105149, 0.117514385, 0.1175492844, 0.1237244375, 0.1236248831, 0.4390099348]"
OCCO,"[-0.5570109571, -0.0917443212, -0.0764514675, -0.5530164249, 0.4047259297, 0.1134109521, 0.1062015364, 0.1160543717, 0.1372161141, 0.4006142666]"
CC(=O)[O-],"[-0.2851301066, 0.2039614412, -0.5376520102, -0.6461806586, 0.0821104158, 0.091445358, 0.0914455604]"
CC(=O)O,"[-0.2751732658, 0.3131526382, -0.3790846007, -0.4871732582, 0.137984908, 0.124914614, 0.1249144814, 0.4404644833]"
CC=O,"[-0.2841326101, 0.1326119262, -0.3663567529, 0.109373142, 0.1331492772, 0.1331483544, 0.1422066632]"
CC(N)=O,"[-0.2727103538, 0.2978161274, -0.7520857212, -0.4306161114, 0.1091942718, 0.1348662478, 0.1348655959, 0.3816937898, 0.3969761538]"
CC(=O)[C@@H](C)O,"[-0.2860070341, 0.2096899502, -0.3661981383, 0.0121689164, -0.2946895264, -0.535165281, 0.127165722, 0.1224192872, 0.1204768667, 0.1463332955, 0.1123619516, 0.1073503272, 0.1186724233, 0.4054212396]"
